1648226085.071923 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 8845:8881, ack 2664, win 471, options [nop,nop,TS val 1011566283 ecr 1904000845], length 36
1648226085.221932 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2700:2736, ack 8881, win 443, options [nop,nop,TS val 1904001188 ecr 1011566322], length 36
1648226085.270810 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 8881:8917, ack 2700, win 471, options [nop,nop,TS val 1011566481 ecr 1904001038], length 36
1648226085.494748 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 8917:8953, ack 2736, win 471, options [nop,nop,TS val 1011566705 ecr 1904001237], length 36
1648226085.726932 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 8953:8989, ack 2736, win 471, options [nop,nop,TS val 1011566938 ecr 1904001461], length 36
1648226085.927247 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 8989:9025, ack 2736, win 471, options [nop,nop,TS val 1011567138 ecr 1904001693], length 36
1648226087.277331 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2736:2772, ack 9025, win 443, options [nop,nop,TS val 1904003244 ecr 1011567138], length 36
1648226087.614367 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2772:2808, ack 9025, win 443, options [nop,nop,TS val 1904003581 ecr 1011568577], length 36
1648226087.822275 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2808:2844, ack 9025, win 443, options [nop,nop,TS val 1904003789 ecr 1011568914], length 36
1648226087.982288 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9025:9061, ack 2844, win 471, options [nop,nop,TS val 1011569193 ecr 1904003789], length 36
1648226087.998164 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2844:2880, ack 9061, win 443, options [nop,nop,TS val 1904003965 ecr 1011569193], length 36
1648226088.101797 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2880:2916, ack 9061, win 443, options [nop,nop,TS val 1904004068 ecr 1011569298], length 36
1648226088.319727 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9061:9097, ack 2916, win 471, options [nop,nop,TS val 1011569530 ecr 1904004068], length 36
1648226088.414085 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2916:2952, ack 9097, win 443, options [nop,nop,TS val 1904004381 ecr 1011569530], length 36
1648226088.530582 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9097:9133, ack 2952, win 471, options [nop,nop,TS val 1011569741 ecr 1904004381], length 36
1648226088.703142 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9133:9169, ack 2952, win 471, options [nop,nop,TS val 1011569914 ecr 1904004497], length 36
1648226088.806757 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9169:9205, ack 2952, win 471, options [nop,nop,TS val 1011570017 ecr 1904004670], length 36
1648226089.119167 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9205:9241, ack 2952, win 471, options [nop,nop,TS val 1011570330 ecr 1904004773], length 36
1648226089.157371 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2952:2988, ack 9241, win 443, options [nop,nop,TS val 1904005124 ecr 1011570330], length 36
1648226089.325886 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 2988:3024, ack 9241, win 443, options [nop,nop,TS val 1904005292 ecr 1011570457], length 36
1648226089.485893 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3024:3060, ack 9241, win 443, options [nop,nop,TS val 1904005452 ecr 1011570626], length 36
1648226089.637970 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3060:3096, ack 9241, win 443, options [nop,nop,TS val 1904005604 ecr 1011570786], length 36
1648226089.830153 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3096:3132, ack 9241, win 443, options [nop,nop,TS val 1904005797 ecr 1011570938], length 36
1648226089.862285 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9241:9277, ack 3096, win 471, options [nop,nop,TS val 1011571073 ecr 1904005604], length 36
1648226090.030745 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9277:9313, ack 3132, win 471, options [nop,nop,TS val 1011571241 ecr 1904005829], length 36
1648226090.191072 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9313:9349, ack 3132, win 471, options [nop,nop,TS val 1011571402 ecr 1904005997], length 36
1648226090.343019 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9349:9385, ack 3132, win 471, options [nop,nop,TS val 1011571554 ecr 1904006158], length 36
1648226090.535372 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9385:9429, ack 3132, win 471, options [nop,nop,TS val 1011571746 ecr 1904006309], length 44
1648226091.926230 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3132:3168, ack 9429, win 443, options [nop,nop,TS val 1904007893 ecr 1011571746], length 36
1648226092.631771 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9429:9465, ack 3168, win 471, options [nop,nop,TS val 1011573842 ecr 1904007893], length 36
1648226092.632121 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9465:9557, ack 3168, win 471, options [nop,nop,TS val 1011573843 ecr 1904007893], length 92
1648226106.118081 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3168:3204, ack 9557, win 443, options [nop,nop,TS val 1904022085 ecr 1011573843], length 36
1648226106.294078 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3204:3240, ack 9557, win 443, options [nop,nop,TS val 1904022261 ecr 1011587418], length 36
1648226106.566143 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3240:3276, ack 9557, win 443, options [nop,nop,TS val 1904022533 ecr 1011587594], length 36
1648226106.824659 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9557:9593, ack 3276, win 471, options [nop,nop,TS val 1011588035 ecr 1904022533], length 36
1648226106.999301 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9593:9629, ack 3276, win 471, options [nop,nop,TS val 1011588210 ecr 1904022791], length 36
1648226107.094114 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3276:3312, ack 9629, win 443, options [nop,nop,TS val 1904023061 ecr 1011588210], length 36
1648226107.272909 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9629:9665, ack 3312, win 471, options [nop,nop,TS val 1011588484 ecr 1904023061], length 36
1648226107.373941 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3312:3348, ack 9665, win 443, options [nop,nop,TS val 1904023340 ecr 1011588484], length 36
1648226107.637939 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3348:3384, ack 9665, win 443, options [nop,nop,TS val 1904023604 ecr 1011588674], length 36
1648226107.798083 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3384:3420, ack 9665, win 443, options [nop,nop,TS val 1904023765 ecr 1011588938], length 36
1648226107.799779 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9665:9701, ack 3384, win 471, options [nop,nop,TS val 1011589010 ecr 1904023604], length 36
1648226108.079215 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9701:9737, ack 3420, win 471, options [nop,nop,TS val 1011589290 ecr 1904023766], length 36
1648226108.174059 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3420:3456, ack 9737, win 443, options [nop,nop,TS val 1904024141 ecr 1011589290], length 36
1648226108.343464 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9737:9773, ack 3456, win 471, options [nop,nop,TS val 1011589554 ecr 1904024141], length 36
1648226108.504183 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9773:9809, ack 3456, win 471, options [nop,nop,TS val 1011589715 ecr 1904024310], length 36
1648226108.879215 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9809:9845, ack 3456, win 471, options [nop,nop,TS val 1011590090 ecr 1904024471], length 36
1648226109.429919 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3456:3492, ack 9845, win 443, options [nop,nop,TS val 1904025396 ecr 1011590090], length 36
1648226109.621000 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3492:3528, ack 9845, win 443, options [nop,nop,TS val 1904025587 ecr 1011590730], length 36
1648226109.717095 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3528:3564, ack 9845, win 443, options [nop,nop,TS val 1904025684 ecr 1011590921], length 36
1648226109.885235 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3564:3600, ack 9845, win 443, options [nop,nop,TS val 1904025852 ecr 1011591017], length 36
1648226110.094031 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3600:3636, ack 9845, win 443, options [nop,nop,TS val 1904026060 ecr 1011591185], length 36
1648226110.135324 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9845:9881, ack 3600, win 471, options [nop,nop,TS val 1011591346 ecr 1904025852], length 36
1648226110.326366 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9881:9917, ack 3636, win 471, options [nop,nop,TS val 1011591537 ecr 1904026102], length 36
1648226110.422348 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9917:9953, ack 3636, win 471, options [nop,nop,TS val 1011591633 ecr 1904026293], length 36
1648226110.591214 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9953:9989, ack 3636, win 471, options [nop,nop,TS val 1011591802 ecr 1904026389], length 36
1648226110.799246 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 9989:10033, ack 3636, win 471, options [nop,nop,TS val 1011592010 ecr 1904026558], length 44
1648226111.278070 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3636:3672, ack 10033, win 443, options [nop,nop,TS val 1904027245 ecr 1011592010], length 36
1648226111.983746 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10033:10069, ack 3672, win 471, options [nop,nop,TS val 1011593194 ecr 1904027245], length 36
1648226111.984853 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10069:10161, ack 3672, win 471, options [nop,nop,TS val 1011593196 ecr 1904027245], length 92
1648226114.558008 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3672:3708, ack 10161, win 443, options [nop,nop,TS val 1904030524 ecr 1011593196], length 36
1648226114.765731 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3708:3744, ack 10161, win 443, options [nop,nop,TS val 1904030732 ecr 1011595858], length 36
1648226114.909796 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3744:3780, ack 10161, win 443, options [nop,nop,TS val 1904030876 ecr 1011596066], length 36
1648226115.029815 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3780:3816, ack 10161, win 443, options [nop,nop,TS val 1904030996 ecr 1011596210], length 36
1648226115.263260 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10161:10197, ack 3816, win 471, options [nop,nop,TS val 1011596474 ecr 1904030996], length 36
1648226115.471899 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10197:10233, ack 3816, win 471, options [nop,nop,TS val 1011596683 ecr 1904031230], length 36
1648226115.614813 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10233:10269, ack 3816, win 471, options [nop,nop,TS val 1011596825 ecr 1904031438], length 36
1648226115.735475 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10269:10305, ack 3816, win 471, options [nop,nop,TS val 1011596946 ecr 1904031581], length 36
1648226116.069924 IP 172.31.86.245.48268 > 52.59.96.142.22: Flags [P.], seq 3816:3852, ack 10305, win 443, options [nop,nop,TS val 1904032036 ecr 1011596946], length 36
1648226116.778863 IP 52.59.96.142.22 > 172.31.86.245.48268: Flags [P.], seq 10305:10429, ack 3852, win 471, options [nop,nop,TS val 1011597989 ecr 1904032036], length 124
